Project_Type,Team_Size,Project_Budget_USD,Estimated_Timeline_Months,Complexity_Score,Stakeholder_Count,Methodology_Used,Team_Experience_Level,Past_Similar_Projects,External_Dependencies_Count,Change_Request_Frequency,Project_Phase,Requirement_Stability,Team_Turnover_Rate,Vendor_Reliability_Score,Historical_Risk_Incidents,Communication_Frequency,Regulatory_Compliance_Level,Technology_Familiarity,Geographical_Distribution,Stakeholder_Engagement_Level,Schedule_Pressure,Budget_Utilization_Rate,Executive_Sponsorship,Funding_Source,Market_Volatility,Integration_Complexity,Resource_Availability,Priority_Level,Organizational_Change_Frequency,Cross_Functional_Dependencies,Previous_Delivery_Success_Rate,Technical_Debt_Level,Project_Manager_Experience,Org_Process_Maturity,Data_Security_Requirements,Key_Stakeholder_Availability,Contract_Type,Resource_Contention_Level,Industry_Volatility,Client_Experience_Level,Change_Control_Maturity,Risk_Management_Maturity,Team_Colocation,Documentation_Quality,Project_Start_Month,Current_Phase_Duration_Months,Seasonal_Risk_Factor,Risk_Level
R&D,20,1452195.78,25,10.0,15,Scrum,Mixed,1,6,0.42,Monitoring,Moderate,0.3,0.74,0,5.13,Medium,New,4,High,0.0,0.97,Weak,Government,0.95,7.49,0.3,Medium,2.28,1,0.89,0.0,Senior PM,Ad-hoc,Medium,Moderate,Time & Materials,Medium,High,Occasional,Unknown,Formal,Partially Colocated,Good,11,9,1.0,Critical
Construction,38,2081876.28,27,5.77,19,Waterfall,Mixed,0,1,1.7,Execution,Stable,0.2,0.63,3,5.48,Low,New,3,Excellent,0.0,1.03,Moderate,Government,0.95,8.54,0.76,Low,0.83,6,0.97,0.0,Junior PM,Defined,Low,Excellent,Cost-Plus,High,Moderate,Strategic,Advanced,Advanced,Fully Colocated,Good,5,7,1.0,Low
Manufacturing,18,1045626.48,19,5.76,11,Waterfall,Junior,1,4,0.39,Execution,Stable,0.57,0.94,3,1.73,Critical,Familiar,4,Poor,0.0,0.68,Strong,Internal,0.29,6.74,0.83,Low,1.93,1,0.73,0.0,Mid-level PM,Optimizing,Medium,Poor,Hybrid,High,Moderate,Regular,Formal,Formal,Partially Colocated,Excellent,4,7,1.0,High
Healthcare,10,648496.33,11,3.66,5,Kanban,Senior,2,2,2.6,Execution,Moderate,0.23,0.83,3,1.29,High,Expert,4,Poor,0.0,0.94,Strong,External,0.57,2.15,0.45,Critical,0.26,4,0.9,0.0,Mid-level PM,Managed,Medium,Poor,Fixed-Price,High,Extreme,Occasional,Advanced,Formal,Fully Remote,Basic,8,1,1.0,Medium
Manufacturing,12,488381.1,13,4.44,5,Waterfall,Expert,3,2,3.45,Monitoring,Moderate,0.1,0.72,3,3.48,Critical,Familiar,2,Poor,0.0,0.68,Strong,External,0.14,8.36,0.74,Medium,0.19,3,0.71,0.0,Mid-level PM,Optimizing,Medium,Limited,Fixed-Price,Low,Stable,Occasional,Advanced,Basic,Hybrid,Excellent,12,3,1.0,Low
Marketing,13,776080.48,18,6.97,12,Hybrid,Senior,4,3,0.87,Initiation,Volatile,0.11,0.34,3,8.86,Low,Expert,5,Low,0.0,1.21,Strong,Mixed,0.93,3.31,0.36,Critical,3.1,2,0.76,0.0,Senior PM,Optimizing,High,Poor,Cost-Plus,High,Moderate,First-time,Formal,Formal,Partially Colocated,Poor,2,8,1.0,High
R&D,22,1632649.86,27,10.0,17,Scrum,Mixed,1,6,1.81,Planning,Stable,0.48,0.49,2,4.07,High,New,5,Medium,0.0,1.06,Weak,Mixed,0.62,3.03,0.97,Low,0.68,1,0.45,0.0,Mid-level PM,Managed,High,Poor,Hybrid,Medium,Extreme,Occasional,Formal,Basic,Hybrid,Poor,3,5,1.0,Critical
IT,10,595242.86,12,6.35,10,Scrum,Mixed,3,4,0.27,Planning,Volatile,0.39,0.62,2,3.45,High,New,2,Medium,0.24,1.12,Moderate,Mixed,0.26,4.86,0.95,High,0.01,1,0.78,0.58,Junior PM,Defined,Medium,Limited,Time & Materials,Low,Extreme,Occasional,Basic,Formal,Fully Remote,Good,3,3,1.0,Critical
IT,12,809137.04,22,10.0,8,Kanban,Mixed,1,5,2.05,Monitoring,Moderate,0.32,0.32,2,3.24,Critical,Familiar,5,High,0.12,0.99,Moderate,Mixed,0.95,7.07,0.69,High,0.76,4,0.71,0.75,Mid-level PM,Defined,Low,Good,Time & Materials,Low,Extreme,First-time,Formal,Formal,Partially Colocated,Good,1,4,1.0,Critical
IT,18,1214986.61,19,8.13,13,Scrum,Mixed,1,4,0.65,Monitoring,Volatile,0.54,0.64,1,4.34,Medium,New,4,Poor,0.07,0.98,Moderate,External,0.22,8.95,0.91,Medium,1.28,2,0.53,0.94,Mid-level PM,Optimizing,Strict,Good,Fixed-Price,Medium,Moderate,Strategic,Advanced,Formal,Hybrid,Poor,6,2,1.0,High
Healthcare,3,664560.57,7,4.22,5,Agile,Junior,2,1,0.35,Execution,Stable,0.28,0.78,1,2.7,High,Familiar,4,Excellent,0.34,0.8,Strong,Internal,0.41,7.48,0.88,Critical,0.63,5,0.66,0.0,Mid-level PM,Managed,High,Limited,Hybrid,Low,Moderate,Occasional,Formal,Formal,Hybrid,Good,1,1,1.0,Low
IT,8,895612.18,15,6.19,9,Agile,Mixed,0,4,2.24,Planning,Volatile,0.34,0.59,3,10.97,Low,New,2,Excellent,0.03,0.8,Moderate,Internal,0.7,6.99,0.59,High,2.34,0,0.33,0.59,Junior PM,Ad-hoc,Medium,Limited,Time & Materials,High,Moderate,Regular,Basic,Unknown,Fully Remote,Basic,8,6,1.0,Critical
R&D,18,1504325.28,20,7.76,12,Agile,Mixed,1,4,0.52,Planning,Moderate,0.32,0.95,2,4.21,Low,Familiar,3,Medium,0.0,1.08,Moderate,Mixed,0.5,4.72,0.94,High,1.68,5,0.92,0.0,Senior PM,Managed,Low,Poor,Cost-Plus,Medium,Moderate,Regular,Basic,Basic,Fully Colocated,Basic,12,2,1.0,Medium
IT,11,1025451.66,13,5.97,7,Scrum,Expert,5,1,2.43,Monitoring,Moderate,0.24,0.82,3,4.81,Low,New,3,Poor,0.13,1.22,Moderate,External,0.95,5.1,0.6,Low,1.48,0,0.76,0.24,Mid-level PM,Managed,Medium,Poor,Fixed-Price,Low,Moderate,Regular,Formal,Formal,Hybrid,Good,7,4,1.0,Medium
Marketing,2,433729.51,4,2.29,6,Kanban,Senior,3,1,2.17,Monitoring,Moderate,0.19,0.64,2,2.8,High,New,3,Medium,0.3,0.73,Moderate,Internal,0.17,3.51,0.92,Critical,0.95,5,0.79,0.0,Senior PM,Defined,High,Excellent,Time & Materials,High,Stable,First-time,Basic,Basic,Fully Remote,Poor,6,1,1.0,High
Construction,28,1552958.3,22,5.21,13,Waterfall,Mixed,3,1,1.25,Planning,Moderate,0.13,0.76,2,1.2,Low,Expert,3,High,0.0,1.2,Moderate,Internal,0.8,8.41,0.94,Medium,5.57,0,0.64,0.0,Senior PM,Defined,Medium,Excellent,Time & Materials,Low,Stable,Strategic,Formal,Unknown,Fully Remote,Good,4,6,1.0,Medium
IT,15,1227900.83,19,7.53,15,Agile,Mixed,1,2,0.31,Initiation,Stable,0.55,0.63,0,6.67,High,Familiar,1,High,0.0,0.7,Moderate,External,0.56,7.5,0.89,Low,0.89,4,0.94,0.93,Junior PM,Optimizing,High,Good,Fixed-Price,Medium,High,Strategic,Advanced,Advanced,Partially Colocated,Poor,4,4,1.0,Medium
Construction,28,1803215.25,22,5.9,18,Hybrid,Senior,3,4,2.35,Initiation,Stable,0.31,0.32,1,1.67,Low,New,1,Excellent,0.0,1.19,Strong,External,0.65,2.25,0.44,High,0.92,4,0.6,0.0,Senior PM,Ad-hoc,Medium,Excellent,Time & Materials,High,Stable,Occasional,Basic,Unknown,Fully Remote,Poor,4,2,1.0,Critical
IT,11,1024608.6,16,6.48,10,Agile,Mixed,3,4,2.96,Closure,Moderate,0.56,0.73,2,3.36,Low,Expert,4,Medium,0.01,0.8,Moderate,Government,0.49,5.69,0.58,Medium,1.34,6,0.92,0.37,Senior PM,Managed,Strict,Limited,Fixed-Price,Low,Stable,Regular,Basic,Formal,Fully Remote,Basic,5,7,1.0,Medium
Manufacturing,12,1365996.44,24,9.18,13,Kanban,Senior,2,6,3.11,Monitoring,Moderate,0.39,0.64,0,6.36,Critical,Familiar,1,Poor,0.0,0.89,Weak,Mixed,0.63,8.08,0.41,Critical,0.61,3,0.84,0.0,Senior PM,Managed,High,Limited,Hybrid,Medium,Extreme,Strategic,Unknown,Basic,Fully Remote,Good,7,9,1.0,Critical
IT,8,839956.79,11,4.07,9,Agile,Mixed,3,1,0.86,Closure,Stable,0.26,0.32,2,2.79,Critical,New,3,Excellent,0.0,0.74,Moderate,External,0.75,8.52,0.61,Critical,0.16,0,0.9,0.52,Mid-level PM,Defined,Low,Moderate,Hybrid,Low,High,Regular,Advanced,Formal,Fully Remote,Good,3,4,1.0,Low
Healthcare,9,779502.0,13,5.37,7,Hybrid,Senior,5,3,1.52,Closure,Moderate,0.05,0.53,3,3.09,High,Familiar,3,Poor,0.03,0.95,Weak,Internal,0.11,6.12,0.95,High,0.56,1,0.89,0.0,Mid-level PM,Managed,Strict,Good,Hybrid,Low,Moderate,Regular,Basic,Basic,Hybrid,Good,5,1,1.0,Low
IT,8,484081.48,13,5.9,4,Kanban,Mixed,1,1,2.41,Closure,Moderate,0.47,0.57,0,4.41,Medium,Familiar,1,Medium,0.12,0.68,Strong,Mixed,0.44,2.59,0.84,Low,2.78,3,0.84,0.49,Junior PM,Ad-hoc,High,Good,Time & Materials,High,Moderate,First-time,Unknown,Unknown,Fully Colocated,Basic,8,3,1.0,High
Manufacturing,12,1170563.27,19,7.64,10,Agile,Expert,4,2,0.36,Execution,Moderate,0.08,0.83,2,3.27,High,Expert,2,Medium,0.01,0.98,Strong,Internal,0.84,5.75,0.82,High,1.16,0,0.59,0.0,Certified PM,Optimizing,Medium,Excellent,Hybrid,Low,High,Strategic,Formal,Formal,Hybrid,Poor,9,4,1.0,Low
IT,7,843853.56,12,5.82,11,Scrum,Mixed,1,1,3.76,Monitoring,Volatile,0.54,0.63,2,3.53,Low,Familiar,3,Low,0.18,0.99,Strong,Internal,0.66,1.64,0.34,High,0.77,6,0.86,0.12,Senior PM,Managed,Strict,Poor,Time & Materials,Medium,Stable,Strategic,Formal,Basic,Hybrid,Good,4,5,1.0,Critical
IT,15,916622.78,16,7.06,12,Agile,Mixed,0,5,1.11,Execution,Stable,0.33,0.6,2,3.33,Critical,Expert,3,Excellent,0.09,0.98,Moderate,External,0.75,1.12,0.58,Low,3.58,6,0.71,0.38,Mid-level PM,Defined,High,Good,Fixed-Price,Medium,High,Occasional,Unknown,Formal,Fully Colocated,Good,6,3,1.0,High
IT,9,672798.1,10,3.95,9,Agile,Mixed,1,2,2.83,Execution,Stable,0.37,0.89,2,4.1,High,Familiar,5,Medium,0.0,0.76,Moderate,Mixed,0.61,6.26,0.63,Critical,4.14,3,0.46,0.01,Junior PM,Managed,High,Moderate,Time & Materials,Low,Moderate,Regular,Advanced,Formal,Hybrid,Good,6,1,1.0,Medium
Construction,26,1622126.24,23,5.58,14,Waterfall,Expert,2,2,0.82,Execution,Moderate,0.44,0.63,1,2.15,High,Familiar,2,Low,0.0,0.88,Strong,Mixed,0.59,7.78,0.62,Critical,1.86,0,0.48,0.0,Senior PM,Optimizing,Low,Moderate,Time & Materials,High,Moderate,Occasional,Formal,Basic,Fully Remote,Basic,5,6,1.0,High
Construction,33,1885933.9,28,6.57,14,Waterfall,Mixed,1,3,3.49,Planning,Moderate,0.44,0.88,1,2.74,High,Familiar,4,Excellent,0.0,0.95,Strong,External,0.15,5.68,0.66,Low,2.93,0,0.57,0.0,Senior PM,Defined,Strict,Excellent,Fixed-Price,Medium,Extreme,Occasional,Formal,Basic,Fully Colocated,Basic,2,11,1.0,Medium
Marketing,6,611252.94,17,6.05,5,Kanban,Mixed,0,5,0.46,Initiation,Moderate,0.45,0.84,1,3.93,High,Familiar,3,High,0.0,1.2,Moderate,Government,0.6,4.72,0.55,Low,1.23,0,0.67,0.0,Certified PM,Ad-hoc,Medium,Moderate,Time & Materials,High,High,First-time,Basic,Basic,Hybrid,Basic,7,6,1.0,High
Marketing,9,798716.09,12,4.53,9,Kanban,Senior,1,3,1.4,Initiation,Moderate,0.42,0.88,2,4.09,Medium,Familiar,4,High,0.0,1.01,Weak,External,0.06,4.68,0.62,Low,1.43,1,0.87,0.0,Senior PM,Defined,High,Limited,Time & Materials,High,Extreme,Occasional,Advanced,Formal,Fully Colocated,Basic,3,2,1.0,Medium
Healthcare,13,1039671.99,14,5.86,12,Scrum,Junior,0,2,2.74,Execution,Stable,0.36,0.53,0,3.61,Critical,Familiar,5,Low,0.04,0.64,Strong,Internal,0.41,5.15,0.58,Medium,0.94,3,0.74,0.0,Mid-level PM,Optimizing,High,Moderate,Hybrid,Low,Moderate,Strategic,Formal,Basic,Hybrid,Poor,5,5,1.0,Medium
Healthcare,19,833115.87,21,8.5,7,Hybrid,Senior,3,3,0.85,Closure,Stable,0.17,0.61,3,5.94,Low,Expert,1,Poor,0.01,1.15,Weak,Mixed,0.71,4.4,0.94,Medium,0.24,1,0.78,0.0,Mid-level PM,Managed,Strict,Limited,Cost-Plus,High,Extreme,Occasional,Formal,Formal,Partially Colocated,Basic,7,5,1.0,High
Manufacturing,13,1559662.85,20,7.15,13,Kanban,Senior,2,3,2.33,Monitoring,Volatile,0.29,0.8,1,7.02,High,Expert,5,Low,0.0,1.16,Strong,Internal,1.0,1.58,0.8,Critical,1.63,3,0.61,0.0,Senior PM,Defined,Low,Moderate,Hybrid,Low,Extreme,Strategic,Formal,Basic,Partially Colocated,Poor,5,6,1.0,Medium
Construction,27,1536681.21,22,5.24,15,Waterfall,Senior,1,4,4.39,Monitoring,Stable,0.24,0.58,0,5.08,Medium,Expert,1,Excellent,0.0,0.84,Weak,Internal,0.1,4.47,0.88,Critical,0.27,0,0.83,0.0,Certified PM,Managed,High,Excellent,Fixed-Price,High,Moderate,Regular,Formal,Basic,Fully Remote,Good,1,1,1.0,Low
IT,4,582876.78,8,3.67,7,Scrum,Senior,2,3,1.1,Monitoring,Moderate,0.07,0.9,0,1.44,High,Expert,5,High,0.13,0.63,Moderate,External,0.43,3.33,0.72,Medium,0.84,7,0.53,0.45,Certified PM,Managed,Medium,Good,Fixed-Price,Medium,Moderate,Strategic,Formal,Advanced,Fully Colocated,Poor,4,2,1.0,Low
IT,10,931522.4,16,6.52,13,Scrum,Mixed,3,3,1.17,Planning,Moderate,0.35,0.82,4,4.43,High,Expert,2,High,0.02,1.0,Moderate,Internal,0.13,2.76,0.35,Low,0.67,0,0.7,0.64,Mid-level PM,Managed,Strict,Moderate,Time & Materials,Low,Stable,Regular,Basic,Formal,Fully Colocated,Good,2,7,1.0,Low
IT,11,848925.04,17,7.62,12,Scrum,Senior,2,3,1.35,Initiation,Volatile,0.3,0.86,2,2.44,Medium,Expert,4,Medium,0.11,1.08,Weak,External,0.33,1.87,0.39,Low,2.47,4,0.67,0.47,Mid-level PM,Defined,Strict,Limited,Fixed-Price,Low,High,First-time,Basic,Unknown,Fully Remote,Excellent,10,7,1.1,High
Construction,25,1686477.16,26,9.0,14,Hybrid,Mixed,2,6,1.6,Planning,Moderate,0.39,0.63,4,3.22,Low,Familiar,3,Excellent,0.0,0.72,Strong,External,0.19,6.95,0.7,Medium,0.46,7,0.9,0.0,Mid-level PM,Optimizing,Low,Excellent,Time & Materials,High,High,First-time,Unknown,Formal,Fully Remote,Good,12,11,1.0,Medium
Marketing,5,477784.11,10,4.32,5,Kanban,Senior,5,2,1.51,Planning,Stable,0.01,0.6,0,1.41,Medium,Familiar,1,High,0.07,0.99,Strong,External,0.49,6.44,0.74,Low,0.98,3,0.79,0.0,Mid-level PM,Defined,Low,Excellent,Time & Materials,High,Moderate,First-time,Formal,Unknown,Fully Remote,Good,6,4,1.0,Low
IT,3,421343.96,8,3.54,5,Agile,Mixed,0,1,0.42,Closure,Volatile,0.35,0.63,0,9.76,Critical,New,5,Low,0.1,0.89,Strong,External,0.42,5.37,0.95,High,0.53,6,0.7,0.03,Mid-level PM,Managed,High,Limited,Time & Materials,Low,Moderate,Regular,Formal,Formal,Partially Colocated,Basic,3,3,1.0,High
IT,9,715947.34,13,5.48,11,Kanban,Junior,2,2,2.61,Initiation,Moderate,0.22,0.68,1,1.45,Critical,New,3,Excellent,0.05,0.74,Moderate,External,0.22,4.26,0.93,Critical,2.57,1,0.85,0.09,Mid-level PM,Defined,High,Moderate,Time & Materials,Low,Moderate,Regular,Formal,Unknown,Fully Colocated,Excellent,7,3,1.0,Low
IT,7,647151.71,16,6.4,11,Kanban,Junior,0,5,0.61,Monitoring,Volatile,0.45,0.49,0,3.4,Medium,New,5,High,0.0,1.05,Moderate,Internal,0.54,1.11,0.52,Low,0.38,6,0.81,0.19,Mid-level PM,Managed,Strict,Excellent,Fixed-Price,High,High,First-time,Formal,Formal,Hybrid,Excellent,8,4,1.0,Critical
R&D,23,1903948.93,27,10.0,13,Agile,Junior,1,6,4.64,Planning,Volatile,0.28,0.57,4,4.02,Critical,New,4,Low,0.0,1.0,Moderate,External,0.24,1.65,0.85,High,0.16,3,0.79,0.0,Junior PM,Ad-hoc,Medium,Good,Cost-Plus,High,Extreme,Occasional,Basic,Unknown,Partially Colocated,Good,9,1,1.0,Critical
Marketing,13,869550.04,14,3.08,7,Waterfall,Mixed,1,3,1.1,Monitoring,Volatile,0.1,0.93,3,3.04,Medium,Expert,2,Low,0.0,1.29,Strong,Internal,0.85,2.12,0.88,Low,0.62,3,0.8,0.0,Junior PM,Defined,Medium,Limited,Time & Materials,Low,Moderate,Strategic,Unknown,Formal,Fully Remote,Good,12,5,1.1,Medium
Marketing,9,609646.48,7,3.22,10,Agile,Mixed,1,3,1.06,Execution,Stable,0.45,0.86,1,4.72,Low,Familiar,1,Low,0.13,0.64,Moderate,Internal,0.31,1.95,0.81,Medium,1.25,0,0.58,0.0,Senior PM,Optimizing,Medium,Poor,Fixed-Price,Medium,High,Regular,Advanced,Advanced,Fully Remote,Basic,5,1,1.0,Medium
R&D,21,2040121.98,27,9.11,16,Agile,Expert,1,3,0.82,Initiation,Moderate,0.25,0.52,4,5.2,High,New,4,High,0.0,0.87,Strong,Internal,0.18,9.28,0.99,Medium,0.46,7,0.98,0.0,Certified PM,Managed,Medium,Moderate,Cost-Plus,Medium,High,Regular,Basic,Advanced,Partially Colocated,Good,3,3,1.0,Low
Manufacturing,15,859587.71,18,6.98,6,Hybrid,Mixed,0,3,0.95,Initiation,Volatile,0.2,0.68,3,2.15,Medium,Familiar,5,Poor,0.0,1.14,Weak,External,0.77,7.33,0.67,Low,0.91,4,0.69,0.0,Mid-level PM,Managed,Medium,Moderate,Time & Materials,Low,Moderate,Occasional,Formal,Advanced,Partially Colocated,Poor,1,4,1.0,High
IT,11,1033412.4,17,6.78,10,Agile,Senior,6,3,3.4,Monitoring,Moderate,0.34,0.8,0,7.5,High,Familiar,2,Low,0.0,1.29,Moderate,External,0.71,2.29,0.53,Low,1.8,0,0.88,0.96,Junior PM,Optimizing,High,Poor,Fixed-Price,Medium,Stable,Regular,Basic,Formal,Partially Colocated,Basic,6,1,1.0,High
Marketing,19,832891.12,17,5.14,10,Waterfall,Junior,1,2,1.58,Execution,Stable,0.3,0.74,2,3.21,Medium,Expert,5,High,0.0,0.61,Strong,Internal,0.34,3.71,0.65,Low,1.88,5,0.81,0.0,Junior PM,Managed,High,Excellent,Hybrid,High,High,Occasional,Formal,Unknown,Partially Colocated,Excellent,7,5,1.0,Low
R&D,14,1701543.31,18,7.24,14,Agile,Mixed,1,5,1.04,Initiation,Moderate,0.06,0.66,2,3.19,Critical,New,2,Excellent,0.01,1.14,Weak,Internal,0.13,1.66,0.53,High,0.7,7,0.77,0.0,Junior PM,Defined,Medium,Good,Time & Materials,Low,Moderate,Strategic,Basic,Formal,Partially Colocated,Excellent,11,4,1.0,High
Construction,24,1352133.81,19,5.17,16,Waterfall,Senior,1,2,3.13,Execution,Moderate,0.17,0.93,1,1.32,Medium,Familiar,4,Poor,0.0,0.92,Moderate,External,0.15,5.13,0.65,Low,2.21,5,0.73,0.0,Mid-level PM,Defined,Low,Moderate,Fixed-Price,Medium,High,First-time,Unknown,Advanced,Hybrid,Poor,1,3,1.0,High
Construction,28,1640693.48,18,4.64,15,Waterfall,Senior,2,1,1.72,Planning,Stable,0.17,0.23,0,6.48,Medium,Expert,4,Poor,0.0,1.24,Moderate,External,0.05,4.08,0.33,Low,3.4,5,0.96,0.0,Senior PM,Ad-hoc,Medium,Moderate,Fixed-Price,High,Moderate,Regular,Formal,Basic,Fully Remote,Poor,1,1,1.0,Medium
Construction,13,1208656.56,13,3.45,10,Hybrid,Mixed,1,2,2.73,Execution,Stable,0.73,0.91,1,0.93,Critical,Familiar,3,Poor,0.0,0.73,Moderate,Internal,0.12,9.61,0.65,Low,2.31,2,0.49,0.0,Junior PM,Managed,Medium,Limited,Time & Materials,High,Stable,Regular,Basic,Basic,Partially Colocated,Basic,1,5,1.0,Critical
R&D,15,1012629.77,18,6.54,8,Scrum,Senior,0,3,2.98,Execution,Stable,0.47,0.49,0,3.06,High,Familiar,1,High,0.0,0.73,Strong,Mixed,0.68,6.21,0.88,Critical,1.4,7,0.76,0.0,Mid-level PM,Ad-hoc,Strict,Excellent,Fixed-Price,High,Moderate,Occasional,Basic,Unknown,Partially Colocated,Poor,7,8,1.0,High
R&D,15,1245460.29,24,10.0,9,Agile,Mixed,0,4,2.32,Planning,Volatile,0.73,0.56,4,2.83,Low,New,2,Poor,0.04,1.19,Moderate,External,0.97,2.53,0.52,Low,1.04,6,0.59,0.0,Senior PM,Managed,Strict,Moderate,Time & Materials,Low,Extreme,First-time,Formal,Advanced,Fully Remote,Basic,3,10,1.0,Critical
R&D,17,1179882.63,19,8.12,14,Agile,Expert,3,3,1.28,Execution,Volatile,0.22,0.74,0,4.92,High,New,2,High,0.06,0.94,Moderate,Government,0.94,9.63,0.84,Low,1.0,0,0.69,0.0,Senior PM,Defined,Medium,Excellent,Time & Materials,Low,Moderate,Occasional,Basic,Basic,Hybrid,Basic,6,4,1.0,Medium
Manufacturing,4,595756.65,7,3.25,6,Scrum,Junior,1,3,0.54,Initiation,Moderate,0.53,0.26,2,1.92,Low,Expert,2,Medium,0.14,1.15,Strong,Government,0.82,3.69,0.75,Medium,1.15,5,0.78,0.0,Senior PM,Defined,Medium,Limited,Hybrid,Medium,Stable,Strategic,Basic,Unknown,Hybrid,Basic,1,1,1.0,Medium
R&D,17,1493864.6,26,10.0,13,Agile,Mixed,3,4,1.65,Closure,Stable,0.43,0.88,1,2.3,Critical,New,3,High,0.0,1.1,Weak,Internal,0.06,9.23,0.41,Low,1.21,0,0.26,0.0,Senior PM,Managed,High,Moderate,Cost-Plus,High,Extreme,First-time,Formal,Formal,Partially Colocated,Basic,7,7,1.0,Critical
Construction,15,990743.78,14,4.07,12,Waterfall,Expert,2,4,1.03,Planning,Stable,0.15,0.59,3,9.49,Low,Familiar,1,Medium,0.0,0.84,Moderate,External,0.93,7.89,0.46,High,0.57,7,0.44,0.0,Mid-level PM,Managed,Medium,Limited,Fixed-Price,Low,Moderate,Occasional,Formal,Basic,Fully Remote,Good,5,4,1.0,Medium
Marketing,9,524782.47,12,4.49,4,Kanban,Mixed,0,2,0.69,Planning,Moderate,0.15,0.64,1,1.1,Low,New,1,Poor,0.0,0.93,Moderate,External,0.82,7.79,0.99,Low,0.25,6,0.67,0.0,Junior PM,Managed,High,Excellent,Cost-Plus,Low,Stable,First-time,Formal,Formal,Partially Colocated,Basic,10,4,1.1,High
Healthcare,4,314753.84,4,2.67,7,Kanban,Junior,0,2,0.22,Closure,Moderate,0.8,0.94,1,3.75,Low,Familiar,5,Excellent,0.4,0.73,Strong,Internal,0.48,1.92,0.55,Low,1.62,3,0.83,0.0,Junior PM,Managed,Medium,Moderate,Fixed-Price,High,Moderate,First-time,Basic,Formal,Partially Colocated,Basic,6,1,1.0,Medium
Construction,34,2119258.81,26,6.4,18,Waterfall,Mixed,1,2,0.42,Monitoring,Moderate,0.29,0.83,1,5.64,Critical,Familiar,3,Poor,0.0,0.83,Weak,Internal,0.36,6.72,0.66,Critical,3.77,0,0.96,0.0,Senior PM,Ad-hoc,Low,Limited,Cost-Plus,High,Stable,Regular,Unknown,Basic,Hybrid,Good,1,3,1.0,High
Marketing,13,918450.01,19,6.97,12,Hybrid,Mixed,1,2,1.43,Planning,Stable,0.15,0.81,2,3.6,High,Expert,1,Low,0.0,0.87,Strong,External,0.08,3.85,0.31,Medium,1.24,1,0.78,0.0,Mid-level PM,Ad-hoc,Medium,Limited,Cost-Plus,Low,Moderate,Occasional,Basic,Basic,Fully Remote,Basic,4,7,1.0,Low
IT,5,706024.25,11,4.12,5,Agile,Senior,2,2,0.49,Closure,Volatile,0.24,0.68,4,1.7,Medium,Familiar,1,Excellent,0.0,1.26,Strong,Internal,0.07,9.5,0.95,High,0.5,0,0.53,0.48,Senior PM,Managed,High,Good,Time & Materials,Low,High,Regular,Basic,Formal,Fully Colocated,Basic,12,3,1.1,Medium
IT,9,891932.54,17,6.93,10,Agile,Mixed,1,2,1.22,Planning,Stable,0.22,0.61,1,1.47,Low,Familiar,5,Medium,0.02,0.67,Moderate,External,0.2,3.04,0.35,High,1.29,5,0.71,0.04,Certified PM,Defined,High,Limited,Fixed-Price,Medium,Moderate,Regular,Basic,Basic,Hybrid,Basic,6,5,1.0,Low
Construction,19,1146211.95,18,5.16,9,Hybrid,Mixed,0,3,3.32,Initiation,Moderate,0.29,0.63,1,1.52,Medium,Expert,2,High,0.0,1.19,Moderate,Internal,0.84,1.3,0.96,Low,0.17,7,0.9,0.0,Mid-level PM,Defined,Low,Moderate,Time & Materials,Low,Stable,Occasional,Unknown,Unknown,Hybrid,Basic,9,2,1.0,Medium
Manufacturing,13,1196010.25,17,5.97,11,Scrum,Expert,1,1,0.72,Initiation,Moderate,0.05,0.59,1,4.45,Medium,New,4,Medium,0.0,0.87,Moderate,Mixed,0.87,5.1,0.41,Low,0.26,1,0.72,0.0,Certified PM,Managed,Low,Moderate,Hybrid,Medium,Extreme,Regular,Basic,Basic,Fully Colocated,Basic,7,2,1.0,Medium
Construction,28,1928178.96,24,5.84,17,Hybrid,Mixed,2,4,2.27,Closure,Moderate,0.68,0.76,1,6.01,Critical,New,5,Excellent,0.0,0.62,Moderate,Internal,0.17,1.68,0.3,Low,0.39,5,0.9,0.0,Mid-level PM,Optimizing,Low,Excellent,Hybrid,Medium,Stable,Strategic,Formal,Basic,Partially Colocated,Basic,3,1,1.0,Low
Construction,18,999270.14,16,4.13,7,Hybrid,Junior,1,2,2.11,Execution,Stable,0.29,0.93,3,3.32,Medium,New,1,Medium,0.0,0.77,Moderate,Mixed,0.13,6.33,0.6,Low,0.26,4,0.58,0.0,Mid-level PM,Ad-hoc,High,Moderate,Fixed-Price,High,Stable,First-time,Unknown,Basic,Fully Remote,Excellent,6,2,1.0,High
R&D,19,1732941.98,27,10.0,15,Agile,Mixed,0,5,0.74,Execution,Moderate,0.74,0.78,2,4.13,Medium,New,2,Low,0.0,0.67,Moderate,Internal,0.39,8.77,0.47,Medium,1.32,2,0.86,0.0,Mid-level PM,Defined,Medium,Moderate,Fixed-Price,Medium,High,Regular,Formal,Formal,Partially Colocated,Poor,12,2,1.0,Critical
IT,8,678616.39,10,4.71,9,Agile,Mixed,0,4,0.97,Monitoring,Stable,0.31,0.41,4,3.81,Low,New,2,Excellent,0.15,0.68,Strong,External,0.78,9.7,0.31,Critical,1.86,4,0.8,0.11,Certified PM,Defined,Medium,Excellent,Time & Materials,Low,Moderate,Occasional,Basic,Formal,Hybrid,Poor,12,3,1.1,Medium
